grade,time,drug,year,attitude,estimate,LBYear1
12th Grade,Once or Twice,Amphetamines,1986,Disapproval,25.142202387,2019
12th Grade,Once or Twice,Amphetamines,1987,Disapproval,29.149098222,2019
12th Grade,Once or Twice,Amphetamines,1988,Disapproval,29.567664982,2019
12th Grade,Once or Twice,Amphetamines,1989,Disapproval,32.788823451,2019
12th Grade,Once or Twice,Amphetamines,1990,Disapproval,32.240514991,2019
12th Grade,Once or Twice,Amphetamines,1991,Disapproval,36.263613059,2019
12th Grade,Once or Twice,Amphetamines,1992,Disapproval,32.643416379,2019
12th Grade,Once or Twice,Amphetamines,1993,Disapproval,31.298416218,2019
12th Grade,Once or Twice,Amphetamines,1994,Disapproval,31.369282333,2019
12th Grade,Once or Twice,Amphetamines,1995,Disapproval,28.767001673,2019
12th Grade,Once or Twice,Amphetamines,1996,Disapproval,30.826373786,2019
12th Grade,Once or Twice,Amphetamines,1997,Disapproval,30.959924528,2019
12th Grade,Once or Twice,Amphetamines,1998,Disapproval,35.349443245,2019
12th Grade,Once or Twice,Amphetamines,1999,Disapproval,32.246253459,2019
12th Grade,Once or Twice,Amphetamines,2000,Disapproval,32.621329304,2019
12th Grade,Once or Twice,Amphetamines,2001,Disapproval,34.660172851,2019
12th Grade,Once or Twice,Amphetamines,2002,Disapproval,34.400665909,2019
12th Grade,Once or Twice,Amphetamines,2003,Disapproval,36.768093598,2019
12th Grade,Once or Twice,Amphetamines,2004,Disapproval,35.683680712,2019
12th Grade,Once or Twice,Amphetamines,2005,Disapproval,37.648786251,2019
12th Grade,Once or Twice,Amphetamines,2006,Disapproval,39.470767736,2019
12th Grade,Once or Twice,Amphetamines,2007,Disapproval,41.338082033,2019
12th Grade,Once or Twice,Amphetamines,2008,Disapproval,39.181823425,2019
12th Grade,Once or Twice,Amphetamines,2009,Disapproval,41.903491427,2019
12th Grade,Once or Twice,Amphetamines,2010,Disapproval,40.588591877,2019
12th Grade,Once or Twice,Amphetamines,2011,Disapproval,34.791771759,2019
12th Grade,Once or Twice,Amphetamines,2012,Disapproval,34.307100589,2019
12th Grade,Once or Twice,Amphetamines,2013,Disapproval,36.264090957,2019
12th Grade,Once or Twice,Amphetamines,2014,Disapproval,34.094479988,2019
12th Grade,Once or Twice,Amphetamines,2015,Disapproval,34.001593336,2019
12th Grade,Once or Twice,Amphetamines,2016,Disapproval,31.102607379,2019
12th Grade,Once or Twice,Amphetamines,2017,Disapproval,31.90977079,2019
12th Grade,Once or Twice,Amphetamines,2018,Disapproval,29.173625019,2019
12th Grade,Once or Twice,Amphetamines,2019,Disapproval,29.652130393,2019
12th Grade,Once or Twice,Amphetamines,2021,Disapproval,38.749539046,2019
12th Grade,Once or Twice,Amphetamines,2022,Disapproval,36.693262111,2019
12th Grade,Regularly,Amphetamines,1976,Disapproval,67.349252392,2019
12th Grade,Regularly,Amphetamines,1977,Disapproval,66.56616197,2019
12th Grade,Regularly,Amphetamines,1978,Disapproval,67.155686124,2019
12th Grade,Regularly,Amphetamines,1979,Disapproval,69.87349033,2019
12th Grade,Regularly,Amphetamines,1980,Disapproval,69.105509705,2019
12th Grade,Regularly,Amphetamines,1981,Disapproval,66.062281609,2019
12th Grade,Regularly,Amphetamines,1982,Disapproval,64.661865277,2019
12th Grade,Regularly,Amphetamines,1983,Disapproval,64.760532096,2019
12th Grade,Regularly,Amphetamines,1984,Disapproval,67.082152026,2019
12th Grade,Regularly,Amphetamines,1985,Disapproval,67.24116139,2019
12th Grade,Regularly,Amphetamines,1986,Disapproval,67.277264472,2019
12th Grade,Regularly,Amphetamines,1987,Disapproval,69.360485761,2019
12th Grade,Regularly,Amphetamines,1988,Disapproval,69.840145962,2019
12th Grade,Regularly,Amphetamines,1989,Disapproval,71.150496444,2019
12th Grade,Regularly,Amphetamines,1990,Disapproval,71.156595784,2019
12th Grade,Regularly,Amphetamines,1991,Disapproval,74.132767601,2019
12th Grade,Regularly,Amphetamines,1992,Disapproval,72.440541641,2019
12th Grade,Regularly,Amphetamines,1993,Disapproval,69.889013337,2019
12th Grade,Regularly,Amphetamines,1994,Disapproval,67.004380201,2019
12th Grade,Regularly,Amphetamines,1995,Disapproval,65.94804443,2019
12th Grade,Regularly,Amphetamines,1996,Disapproval,66.832350262,2019
12th Grade,Regularly,Amphetamines,1997,Disapproval,66.002536016,2019
12th Grade,Regularly,Amphetamines,1998,Disapproval,67.698965979,2019
12th Grade,Regularly,Amphetamines,1999,Disapproval,66.441056931,2019
12th Grade,Regularly,Amphetamines,2000,Disapproval,66.311139785,2019
12th Grade,Regularly,Amphetamines,2001,Disapproval,67.13525839,2019
12th Grade,Regularly,Amphetamines,2002,Disapproval,64.772086093,2019
12th Grade,Regularly,Amphetamines,2003,Disapproval,65.584439766,2019
12th Grade,Regularly,Amphetamines,2004,Disapproval,63.913568125,2019
12th Grade,Regularly,Amphetamines,2005,Disapproval,67.062525089,2019
12th Grade,Regularly,Amphetamines,2006,Disapproval,68.139973357,2019
12th Grade,Regularly,Amphetamines,2007,Disapproval,68.056002388,2019
12th Grade,Regularly,Amphetamines,2008,Disapproval,65.444297623,2019
12th Grade,Regularly,Amphetamines,2009,Disapproval,69.040854896,2019
12th Grade,Regularly,Amphetamines,2010,Disapproval,63.628084954,2019
12th Grade,Regularly,Amphetamines,2011,Disapproval,58.6824851,2019
12th Grade,Regularly,Amphetamines,2012,Disapproval,60.0343255,2019
12th Grade,Regularly,Amphetamines,2013,Disapproval,59.515902369,2019
12th Grade,Regularly,Amphetamines,2014,Disapproval,55.078335576,2019
12th Grade,Regularly,Amphetamines,2015,Disapproval,54.30154803,2019
12th Grade,Regularly,Amphetamines,2016,Disapproval,51.324942413,2019
12th Grade,Regularly,Amphetamines,2017,Disapproval,49.975375324,2019
12th Grade,Regularly,Amphetamines,2018,Disapproval,51.11669152,2019
12th Grade,Regularly,Amphetamines,2019,Disapproval,48.396428738,2019
12th Grade,Regularly,Amphetamines,2021,Disapproval,45.919506512,2019
12th Grade,Regularly,Amphetamines,2022,Disapproval,51.547511452,2019
8th Grade,One to Five a Day,Cigarettes,1999,Disapproval,75.103999815,2019
8th Grade,One to Five a Day,Cigarettes,2000,Disapproval,79.070258808,2019
8th Grade,One to Five a Day,Cigarettes,2001,Disapproval,80.389386589,2019
8th Grade,One to Five a Day,Cigarettes,2002,Disapproval,81.048030271,2019
8th Grade,One to Five a Day,Cigarettes,2003,Disapproval,81.37391096,2019
8th Grade,One to Five a Day,Cigarettes,2004,Disapproval,83.046118372,2019
8th Grade,One to Five a Day,Cigarettes,2005,Disapproval,82.926756166,2019
8th Grade,One to Five a Day,Cigarettes,2006,Disapproval,83.45055368,2019
8th Grade,One to Five a Day,Cigarettes,2007,Disapproval,85.323242116,2019
8th Grade,One to Five a Day,Cigarettes,2008,Disapproval,84.985938772,2019
8th Grade,One to Five a Day,Cigarettes,2009,Disapproval,83.642232285,2019
8th Grade,One to Five a Day,Cigarettes,2010,Disapproval,84.665030259,2019
8th Grade,One to Five a Day,Cigarettes,2011,Disapproval,86.833841207,2019
10th Grade,One to Five a Day,Cigarettes,1999,Disapproval,67.757628478,2019
10th Grade,One to Five a Day,Cigarettes,2000,Disapproval,69.092938802,2019
10th Grade,One to Five a Day,Cigarettes,2001,Disapproval,71.150410754,2019
10th Grade,One to Five a Day,Cigarettes,2002,Disapproval,74.26338486,2019
10th Grade,One to Five a Day,Cigarettes,2003,Disapproval,76.167724893,2019
10th Grade,One to Five a Day,Cigarettes,2004,Disapproval,77.467815026,2019
10th Grade,One to Five a Day,Cigarettes,2005,Disapproval,79.333994474,2019
10th Grade,One to Five a Day,Cigarettes,2006,Disapproval,80.220164163,2019
10th Grade,One to Five a Day,Cigarettes,2007,Disapproval,79.73122143,2019
10th Grade,One to Five a Day,Cigarettes,2008,Disapproval,82.508818199,2019
10th Grade,One to Five a Day,Cigarettes,2009,Disapproval,80.016013416,2019
10th Grade,One to Five a Day,Cigarettes,2010,Disapproval,80.588498294,2019
10th Grade,One to Five a Day,Cigarettes,2011,Disapproval,82.107001344,2019
8th Grade,One or More Packs a Day,Cigarettes,1991,Disapproval,82.866185921,2019
8th Grade,One or More Packs a Day,Cigarettes,1992,Disapproval,82.331016559,2019
8th Grade,One or More Packs a Day,Cigarettes,1993,Disapproval,80.591791208,2019
8th Grade,One or More Packs a Day,Cigarettes,1994,Disapproval,78.422214486,2019
8th Grade,One or More Packs a Day,Cigarettes,1995,Disapproval,78.610134687,2019
8th Grade,One or More Packs a Day,Cigarettes,1996,Disapproval,77.321596066,2019
8th Grade,One or More Packs a Day,Cigarettes,1997,Disapproval,80.312884363,2019
8th Grade,One or More Packs a Day,Cigarettes,1998,Disapproval,79.976696246,2019
8th Grade,One or More Packs a Day,Cigarettes,1999,Disapproval,81.36985215,2019
8th Grade,One or More Packs a Day,Cigarettes,2000,Disapproval,81.876912899,2019
8th Grade,One or More Packs a Day,Cigarettes,2001,Disapproval,83.471748076,2019
8th Grade,One or More Packs a Day,Cigarettes,2002,Disapproval,84.594707442,2019
8th Grade,One or More Packs a Day,Cigarettes,2003,Disapproval,84.569043847,2019
8th Grade,One or More Packs a Day,Cigarettes,2004,Disapproval,85.731953188,2019
8th Grade,One or More Packs a Day,Cigarettes,2005,Disapproval,85.267285868,2019
8th Grade,One or More Packs a Day,Cigarettes,2006,Disapproval,85.619324815,2019
8th Grade,One or More Packs a Day,Cigarettes,2007,Disapproval,87.032287204,2019
8th Grade,One or More Packs a Day,Cigarettes,2008,Disapproval,86.730037978,2019
8th Grade,One or More Packs a Day,Cigarettes,2009,Disapproval,87.090541714,2019
8th Grade,One or More Packs a Day,Cigarettes,2010,Disapproval,86.981913042,2019
8th Grade,One or More Packs a Day,Cigarettes,2011,Disapproval,87.970845389,2019
8th Grade,One or More Packs a Day,Cigarettes,2012,Disapproval,88.779103913,2019
8th Grade,One or More Packs a Day,Cigarettes,2013,Disapproval,88.006627494,2019
8th Grade,One or More Packs a Day,Cigarettes,2014,Disapproval,87.498833217,2019
8th Grade,One or More Packs a Day,Cigarettes,2015,Disapproval,88.770201917,2019
8th Grade,One or More Packs a Day,Cigarettes,2016,Disapproval,88.102145098,2019
8th Grade,One or More Packs a Day,Cigarettes,2017,Disapproval,88.773762576,2019
8th Grade,One or More Packs a Day,Cigarettes,2018,Disapproval,87.627067385,2019
8th Grade,One or More Packs a Day,Cigarettes,2019,Disapproval,87.784282571,2019
8th Grade,One or More Packs a Day,Cigarettes,2020,Disapproval,87.812270166,2019
8th Grade,One or More Packs a Day,Cigarettes,2021,Disapproval,85.62667015,2019
8th Grade,One or More Packs a Day,Cigarettes,2022,Disapproval,84.959572047,2019
10th Grade,One or More Packs a Day,Cigarettes,1991,Disapproval,79.463086955,2019
10th Grade,One or More Packs a Day,Cigarettes,1992,Disapproval,77.827534878,2019
10th Grade,One or More Packs a Day,Cigarettes,1993,Disapproval,76.460099145,2019
10th Grade,One or More Packs a Day,Cigarettes,1994,Disapproval,73.903384559,2019
10th Grade,One or More Packs a Day,Cigarettes,1995,Disapproval,73.216741895,2019
10th Grade,One or More Packs a Day,Cigarettes,1996,Disapproval,71.630999607,2019
10th Grade,One or More Packs a Day,Cigarettes,1997,Disapproval,73.837884046,2019
10th Grade,One or More Packs a Day,Cigarettes,1998,Disapproval,75.280393195,2019
10th Grade,One or More Packs a Day,Cigarettes,1999,Disapproval,76.049582847,2019
10th Grade,One or More Packs a Day,Cigarettes,2000,Disapproval,76.661307073,2019
10th Grade,One or More Packs a Day,Cigarettes,2001,Disapproval,78.184054831,2019
10th Grade,One or More Packs a Day,Cigarettes,2002,Disapproval,80.58964357,2019
10th Grade,One or More Packs a Day,Cigarettes,2003,Disapproval,81.363225363,2019
10th Grade,One or More Packs a Day,Cigarettes,2004,Disapproval,82.666955458,2019
10th Grade,One or More Packs a Day,Cigarettes,2005,Disapproval,84.294653789,2019
10th Grade,One or More Packs a Day,Cigarettes,2006,Disapproval,83.236345476,2019
10th Grade,One or More Packs a Day,Cigarettes,2007,Disapproval,84.692813315,2019
10th Grade,One or More Packs a Day,Cigarettes,2008,Disapproval,85.168895396,2019
10th Grade,One or More Packs a Day,Cigarettes,2009,Disapproval,84.525203533,2019
10th Grade,One or More Packs a Day,Cigarettes,2010,Disapproval,83.906079821,2019
10th Grade,One or More Packs a Day,Cigarettes,2011,Disapproval,85.751794128,2019
10th Grade,One or More Packs a Day,Cigarettes,2012,Disapproval,86.034846403,2019
10th Grade,One or More Packs a Day,Cigarettes,2013,Disapproval,86.105258669,2019
10th Grade,One or More Packs a Day,Cigarettes,2014,Disapproval,87.979899647,2019
10th Grade,One or More Packs a Day,Cigarettes,2015,Disapproval,88.251810912,2019
10th Grade,One or More Packs a Day,Cigarettes,2016,Disapproval,88.526769497,2019
10th Grade,One or More Packs a Day,Cigarettes,2017,Disapproval,87.75374152,2019
10th Grade,One or More Packs a Day,Cigarettes,2018,Disapproval,88.485160266,2019
10th Grade,One or More Packs a Day,Cigarettes,2019,Disapproval,89.543547456,2019
10th Grade,One or More Packs a Day,Cigarettes,2020,Disapproval,86.001668205,2019
10th Grade,One or More Packs a Day,Cigarettes,2021,Disapproval,86.489283426,2019
10th Grade,One or More Packs a Day,Cigarettes,2022,Disapproval,86.403653531,2019
12th Grade,One or More Packs a Day,Cigarettes,1976,Disapproval,65.899189224,2019
12th Grade,One or More Packs a Day,Cigarettes,1977,Disapproval,66.418050419,2019
12th Grade,One or More Packs a Day,Cigarettes,1978,Disapproval,66.971605461,2019
12th Grade,One or More Packs a Day,Cigarettes,1979,Disapproval,70.256675473,2019
12th Grade,One or More Packs a Day,Cigarettes,1980,Disapproval,70.802710574,2019
12th Grade,One or More Packs a Day,Cigarettes,1981,Disapproval,69.942835695,2019
12th Grade,One or More Packs a Day,Cigarettes,1982,Disapproval,69.421770503,2019
12th Grade,One or More Packs a Day,Cigarettes,1983,Disapproval,70.831661577,2019
12th Grade,One or More Packs a Day,Cigarettes,1984,Disapproval,72.982188827,2019
12th Grade,One or More Packs a Day,Cigarettes,1985,Disapproval,72.289784337,2019
12th Grade,One or More Packs a Day,Cigarettes,1986,Disapproval,75.38793262,2019
12th Grade,One or More Packs a Day,Cigarettes,1987,Disapproval,74.349320255,2019
12th Grade,One or More Packs a Day,Cigarettes,1988,Disapproval,73.054486344,2019
12th Grade,One or More Packs a Day,Cigarettes,1989,Disapproval,72.404008839,2019
12th Grade,One or More Packs a Day,Cigarettes,1990,Disapproval,72.772561369,2019
12th Grade,One or More Packs a Day,Cigarettes,1991,Disapproval,71.411791927,2019
12th Grade,One or More Packs a Day,Cigarettes,1992,Disapproval,73.499672406,2019
12th Grade,One or More Packs a Day,Cigarettes,1993,Disapproval,70.616048259,2019
12th Grade,One or More Packs a Day,Cigarettes,1994,Disapproval,69.823217472,2019
12th Grade,One or More Packs a Day,Cigarettes,1995,Disapproval,68.194179459,2019
12th Grade,One or More Packs a Day,Cigarettes,1996,Disapproval,67.199911951,2019
12th Grade,One or More Packs a Day,Cigarettes,1997,Disapproval,67.061424632,2019
12th Grade,One or More Packs a Day,Cigarettes,1998,Disapproval,68.813098801,2019
12th Grade,One or More Packs a Day,Cigarettes,1999,Disapproval,69.514911795,2019
12th Grade,One or More Packs a Day,Cigarettes,2000,Disapproval,70.081464152,2019
12th Grade,One or More Packs a Day,Cigarettes,2001,Disapproval,71.616698723,2019
12th Grade,One or More Packs a Day,Cigarettes,2002,Disapproval,73.573015862,2019
12th Grade,One or More Packs a Day,Cigarettes,2003,Disapproval,74.752181065,2019
12th Grade,One or More Packs a Day,Cigarettes,2004,Disapproval,76.24488643,2019
12th Grade,One or More Packs a Day,Cigarettes,2005,Disapproval,79.805043733,2019
12th Grade,One or More Packs a Day,Cigarettes,2006,Disapproval,81.467890459,2019
12th Grade,One or More Packs a Day,Cigarettes,2007,Disapproval,80.67848681,2019
12th Grade,One or More Packs a Day,Cigarettes,2008,Disapproval,80.541831883,2019
12th Grade,One or More Packs a Day,Cigarettes,2009,Disapproval,81.769176151,2019
12th Grade,One or More Packs a Day,Cigarettes,2010,Disapproval,80.969027476,2019
12th Grade,One or More Packs a Day,Cigarettes,2011,Disapproval,82.956407679,2019
12th Grade,One or More Packs a Day,Cigarettes,2012,Disapproval,83.736954538,2019
12th Grade,One or More Packs a Day,Cigarettes,2013,Disapproval,82.628081709,2019
12th Grade,One or More Packs a Day,Cigarettes,2014,Disapproval,85.048292259,2019
12th Grade,One or More Packs a Day,Cigarettes,2015,Disapproval,84.066826591,2019
12th Grade,One or More Packs a Day,Cigarettes,2016,Disapproval,85.326503619,2019
12th Grade,One or More Packs a Day,Cigarettes,2017,Disapproval,86.603692457,2019
12th Grade,One or More Packs a Day,Cigarettes,2018,Disapproval,89.033322583,2019
12th Grade,One or More Packs a Day,Cigarettes,2019,Disapproval,87.864493597,2019
12th Grade,One or More Packs a Day,Cigarettes,2021,Disapproval,86.543983363,2019
12th Grade,One or More Packs a Day,Cigarettes,2022,Disapproval,86.254423887,2019
8th Grade,Once or Twice,Cocaine,1991,Disapproval,91.171227348,2019
8th Grade,Once or Twice,Cocaine,1992,Disapproval,89.63736443,2019
8th Grade,Once or Twice,Cocaine,1993,Disapproval,88.510727173,2019
8th Grade,Once or Twice,Cocaine,1994,Disapproval,86.089455538,2019
8th Grade,Once or Twice,Cocaine,1995,Disapproval,85.259439334,2019
8th Grade,Once or Twice,Cocaine,1996,Disapproval,83.891236069,2019
8th Grade,Once or Twice,Cocaine,1997,Disapproval,85.129790498,2019
8th Grade,Once or Twice,Cocaine,1998,Disapproval,84.547084569,2019
8th Grade,Once or Twice,Cocaine,1999,Disapproval,85.200998979,2019
8th Grade,Once or Twice,Cocaine,2000,Disapproval,84.758602019,2019
8th Grade,Once or Twice,Cocaine,2001,Disapproval,85.583134479,2019
8th Grade,Once or Twice,Cocaine,2002,Disapproval,85.776970497,2019
8th Grade,Once or Twice,Cocaine,2003,Disapproval,85.623748037,2019
8th Grade,Once or Twice,Cocaine,2004,Disapproval,86.824585426,2019
8th Grade,Once or Twice,Cocaine,2005,Disapproval,86.947484948,2019
8th Grade,Once or Twice,Cocaine,2006,Disapproval,86.510936207,2019
8th Grade,Once or Twice,Cocaine,2007,Disapproval,88.196251503,2019
8th Grade,Once or Twice,Cocaine,2008,Disapproval,86.76794634,2019
8th Grade,Once or Twice,Cocaine,2009,Disapproval,88.067609436,2019
8th Grade,Once or Twice,Cocaine,2010,Disapproval,88.377808553,2019
8th Grade,Once or Twice,Cocaine,2011,Disapproval,88.341477078,2019
8th Grade,Once or Twice,Cocaine,2012,Disapproval,88.579743988,2019
8th Grade,Once or Twice,Cocaine,2013,Disapproval,88.026442469,2019
8th Grade,Once or Twice,Cocaine,2014,Disapproval,87.709546739,2019
8th Grade,Once or Twice,Cocaine,2015,Disapproval,87.487744503,2019
8th Grade,Once or Twice,Cocaine,2016,Disapproval,86.759763337,2019
8th Grade,Once or Twice,Cocaine,2017,Disapproval,86.791885334,2019
8th Grade,Once or Twice,Cocaine,2018,Disapproval,85.554154903,2019
8th Grade,Once or Twice,Cocaine,2019,Disapproval,86.360898781,2019
8th Grade,Once or Twice,Cocaine,2021,Disapproval,82.838257483,2019
8th Grade,Once or Twice,Cocaine,2022,Disapproval,81.620813899,2019
10th Grade,Once or Twice,Cocaine,1991,Disapproval,90.783945361,2019
10th Grade,Once or Twice,Cocaine,1992,Disapproval,91.144983315,2019
10th Grade,Once or Twice,Cocaine,1993,Disapproval,89.994718809,2019
10th Grade,Once or Twice,Cocaine,1994,Disapproval,88.088090725,2019
10th Grade,Once or Twice,Cocaine,1995,Disapproval,86.826639025,2019
10th Grade,Once or Twice,Cocaine,1996,Disapproval,86.118381598,2019
10th Grade,Once or Twice,Cocaine,1997,Disapproval,85.10013609,2019
10th Grade,Once or Twice,Cocaine,1998,Disapproval,84.940747022,2019
10th Grade,Once or Twice,Cocaine,1999,Disapproval,85.994176402,2019
10th Grade,Once or Twice,Cocaine,2000,Disapproval,84.805490218,2019
10th Grade,Once or Twice,Cocaine,2001,Disapproval,85.256668839,2019
10th Grade,Once or Twice,Cocaine,2002,Disapproval,86.445554978,2019
10th Grade,Once or Twice,Cocaine,2003,Disapproval,85.923331798,2019
10th Grade,Once or Twice,Cocaine,2004,Disapproval,86.79632153,2019
10th Grade,Once or Twice,Cocaine,2005,Disapproval,86.889747023,2019
10th Grade,Once or Twice,Cocaine,2006,Disapproval,87.268314546,2019
10th Grade,Once or Twice,Cocaine,2007,Disapproval,87.67339232,2019
10th Grade,Once or Twice,Cocaine,2008,Disapproval,88.567744322,2019
10th Grade,Once or Twice,Cocaine,2009,Disapproval,88.397340105,2019
10th Grade,Once or Twice,Cocaine,2010,Disapproval,88.992618756,2019
10th Grade,Once or Twice,Cocaine,2011,Disapproval,89.377163842,2019
10th Grade,Once or Twice,Cocaine,2012,Disapproval,89.348888119,2019
10th Grade,Once or Twice,Cocaine,2013,Disapproval,88.712859058,2019
10th Grade,Once or Twice,Cocaine,2014,Disapproval,88.877797408,2019
10th Grade,Once or Twice,Cocaine,2015,Disapproval,87.8568647,2019
10th Grade,Once or Twice,Cocaine,2016,Disapproval,87.89407912,2019
10th Grade,Once or Twice,Cocaine,2017,Disapproval,86.083354994,2019
10th Grade,Once or Twice,Cocaine,2018,Disapproval,87.648958702,2019
10th Grade,Once or Twice,Cocaine,2019,Disapproval,87.443760367,2019
10th Grade,Once or Twice,Cocaine,2021,Disapproval,84.675115615,2019
10th Grade,Once or Twice,Cocaine,2022,Disapproval,84.113178902,2019
12th Grade,Once or Twice,Cocaine,1976,Disapproval,82.369136237,2019
12th Grade,Once or Twice,Cocaine,1977,Disapproval,79.152358648,2019
12th Grade,Once or Twice,Cocaine,1978,Disapproval,76.996605687,2019
12th Grade,Once or Twice,Cocaine,1979,Disapproval,74.709279412,2019
12th Grade,Once or Twice,Cocaine,1980,Disapproval,76.276563099,2019
12th Grade,Once or Twice,Cocaine,1981,Disapproval,74.599872958,2019
12th Grade,Once or Twice,Cocaine,1982,Disapproval,76.560563743,2019
12th Grade,Once or Twice,Cocaine,1983,Disapproval,76.980075876,2019
12th Grade,Once or Twice,Cocaine,1984,Disapproval,79.701183289,2019
12th Grade,Once or Twice,Cocaine,1985,Disapproval,79.250051162,2019
12th Grade,Once or Twice,Cocaine,1986,Disapproval,80.248713729,2019
12th Grade,Once or Twice,Cocaine,1987,Disapproval,87.285414783,2019
12th Grade,Once or Twice,Cocaine,1988,Disapproval,89.12025154,2019
12th Grade,Once or Twice,Cocaine,1989,Disapproval,90.483822684,2019
12th Grade,Once or Twice,Cocaine,1990,Disapproval,91.483529648,2019
12th Grade,Once or Twice,Cocaine,1991,Disapproval,93.635607727,2019
12th Grade,Once or Twice,Cocaine,1992,Disapproval,92.970911207,2019
12th Grade,Once or Twice,Cocaine,1993,Disapproval,92.707985305,2019
12th Grade,Once or Twice,Cocaine,1994,Disapproval,91.649869227,2019
12th Grade,Once or Twice,Cocaine,1995,Disapproval,90.294743874,2019
12th Grade,Once or Twice,Cocaine,1996,Disapproval,89.970926662,2019
12th Grade,Once or Twice,Cocaine,1997,Disapproval,88.02537291,2019
12th Grade,Once or Twice,Cocaine,1998,Disapproval,89.52609406,2019
12th Grade,Once or Twice,Cocaine,1999,Disapproval,89.115281065,2019
12th Grade,Once or Twice,Cocaine,2000,Disapproval,88.216531251,2019
12th Grade,Once or Twice,Cocaine,2001,Disapproval,88.086509833,2019
12th Grade,Once or Twice,Cocaine,2002,Disapproval,88.973361075,2019
12th Grade,Once or Twice,Cocaine,2003,Disapproval,89.322722585,2019
12th Grade,Once or Twice,Cocaine,2004,Disapproval,88.572632725,2019
12th Grade,Once or Twice,Cocaine,2005,Disapproval,88.866809823,2019
12th Grade,Once or Twice,Cocaine,2006,Disapproval,89.065834929,2019
12th Grade,Once or Twice,Cocaine,2007,Disapproval,89.644862391,2019
12th Grade,Once or Twice,Cocaine,2008,Disapproval,89.188075851,2019
12th Grade,Once or Twice,Cocaine,2009,Disapproval,90.753221466,2019
12th Grade,Once or Twice,Cocaine,2010,Disapproval,90.47369935,2019
12th Grade,Once or Twice,Cocaine,2011,Disapproval,91.134309298,2019
12th Grade,Once or Twice,Cocaine,2012,Disapproval,90.974068255,2019
12th Grade,Once or Twice,Cocaine,2013,Disapproval,92.341211414,2019
12th Grade,Once or Twice,Cocaine,2014,Disapproval,89.964988073,2019
12th Grade,Once or Twice,Cocaine,2015,Disapproval,89.04864849,2019
12th Grade,Once or Twice,Cocaine,2016,Disapproval,88.409201645,2019
12th Grade,Once or Twice,Cocaine,2017,Disapproval,88.012269801,2019
12th Grade,Once or Twice,Cocaine,2018,Disapproval,88.920823443,2019
12th Grade,Once or Twice,Cocaine,2019,Disapproval,88.517464529,2019
12th Grade,Once or Twice,Cocaine,2021,Disapproval,81.668091866,2019
12th Grade,Once or Twice,Cocaine,2022,Disapproval,88.729609325,2019
8th Grade,Occasionally,Cocaine,1991,Disapproval,93.142506416,2019
8th Grade,Occasionally,Cocaine,1992,Disapproval,92.443967974,2019
8th Grade,Occasionally,Cocaine,1993,Disapproval,91.615100746,2019
8th Grade,Occasionally,Cocaine,1994,Disapproval,89.670385754,2019
8th Grade,Occasionally,Cocaine,1995,Disapproval,89.71968503,2019
8th Grade,Occasionally,Cocaine,1996,Disapproval,88.745258427,2019
8th Grade,Occasionally,Cocaine,1997,Disapproval,90.117622448,2019
8th Grade,Occasionally,Cocaine,1998,Disapproval,89.349751752,2019
8th Grade,Occasionally,Cocaine,1999,Disapproval,89.871038444,2019
8th Grade,Occasionally,Cocaine,2000,Disapproval,88.849703123,2019
8th Grade,Occasionally,Cocaine,2001,Disapproval,89.646924408,2019
8th Grade,Occasionally,Cocaine,2002,Disapproval,89.872525859,2019
8th Grade,Occasionally,Cocaine,2003,Disapproval,89.801146198,2019
8th Grade,Occasionally,Cocaine,2004,Disapproval,90.344924843,2019
8th Grade,Occasionally,Cocaine,2005,Disapproval,90.697274215,2019
8th Grade,Occasionally,Cocaine,2006,Disapproval,90.163265565,2019
8th Grade,Occasionally,Cocaine,2007,Disapproval,91.01080175,2019
8th Grade,Occasionally,Cocaine,2008,Disapproval,90.132465628,2019
8th Grade,Occasionally,Cocaine,2009,Disapproval,90.692331273,2019
8th Grade,Occasionally,Cocaine,2010,Disapproval,91.436482165,2019
8th Grade,Occasionally,Cocaine,2011,Disapproval,91.252943325,2019
8th Grade,Occasionally,Cocaine,2012,Disapproval,91.529421412,2019
8th Grade,Occasionally,Cocaine,2013,Disapproval,90.56899433,2019
8th Grade,Occasionally,Cocaine,2014,Disapproval,90.053807064,2019
8th Grade,Occasionally,Cocaine,2015,Disapproval,90.086676816,2019
8th Grade,Occasionally,Cocaine,2016,Disapproval,89.340442239,2019
8th Grade,Occasionally,Cocaine,2017,Disapproval,89.978947411,2019
8th Grade,Occasionally,Cocaine,2018,Disapproval,88.885824909,2019
8th Grade,Occasionally,Cocaine,2019,Disapproval,89.260158691,2019
8th Grade,Occasionally,Cocaine,2021,Disapproval,87.236754999,2019
8th Grade,Occasionally,Cocaine,2022,Disapproval,85.452104183,2019
10th Grade,Occasionally,Cocaine,1991,Disapproval,94.006990165,2019
10th Grade,Occasionally,Cocaine,1992,Disapproval,93.956483448,2019
10th Grade,Occasionally,Cocaine,1993,Disapproval,93.209790503,2019
10th Grade,Occasionally,Cocaine,1994,Disapproval,92.067397162,2019
10th Grade,Occasionally,Cocaine,1995,Disapproval,91.390370547,2019
10th Grade,Occasionally,Cocaine,1996,Disapproval,91.136557188,2019
10th Grade,Occasionally,Cocaine,1997,Disapproval,90.414693834,2019
10th Grade,Occasionally,Cocaine,1998,Disapproval,89.708145337,2019
